District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"6 - High Street, Beach Road",1.29506743,103.8543032,Colony,1.290697011096667,103.85991359072064,Buffet
"6 - High Street, Beach Road",1.29506743,103.8543032,PPP Coffee,1.291628,103.849741,Coffee Shop
"6 - High Street, Beach Road",1.29506743,103.8543032,Funan,1.291332683974342,103.85012105102302,Shopping Mall
"6 - High Street, Beach Road",1.29506743,103.8543032,Singapore F1 Bay Grandstand,1.289449790374154,103.85859690024587,Event Space
"6 - High Street, Beach Road",1.29506743,103.8543032,Bugis Junction,1.2994682170377903,103.85578290437444,Shopping Mall
"6 - High Street, Beach Road",1.29506743,103.8543032,Odette Restaurant,1.2896794388567234,103.85169075444492,French Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,"Mandarin Oriental, Singapore (Mandarin Oriental)",1.290779,103.8583236,Hotel
"6 - High Street, Beach Road",1.29506743,103.8543032,WeWork Funan,1.2915157,103.8501338,Business Service
"6 - High Street, Beach Road",1.29506743,103.8543032,"Pan Pacific Serviced Suites Beach Road, Singapore",1.2995534446203203,103.8601419692903,Hotel
"6 - High Street, Beach Road",1.29506743,103.8543032,Asanoya Boulangerie,1.2981370956341476,103.85265469551086,Bakery
"6 - High Street, Beach Road",1.29506743,103.8543032,Esplanade Riverside,1.2888952713583763,103.8550978155989,Waterfront
"6 - High Street, Beach Road",1.29506743,103.8543032,The Ritz-Carlton Club,1.290476718023489,103.86025392289648,Lounge
"6 - High Street, Beach Road",1.29506743,103.8543032,The Grand Cathay,1.2992198664952235,103.84791634393056,Movie Theater
"6 - High Street, Beach Road",1.29506743,103.8543032,"Swimming Pool | Mandarin Oriental, Singapore",1.2902743243071546,103.85868442351773,Hotel Pool
"6 - High Street, Beach Road",1.29506743,103.8543032,Ah Loy Thai,1.2988452336114011,103.85711703208906,Thai Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Vege pot,1.300237,103.852457,Vegetarian / Vegan Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Dolce Vita,1.290653,103.8583419,Italian Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Ramen Keisuke Tonkotsu King Four Seasons,1.3010174492510505,103.85538090972429,Ramen Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Fort Canning Park,1.2950747972372088,103.84642124176025,Park
"6 - High Street, Beach Road",1.29506743,103.8543032,So France,1.299115233821611,103.85804040634464,Wine Bar
"6 - High Street, Beach Road",1.29506743,103.8543032,Victoria Theatre & Victoria Concert Hall,1.2883541544235495,103.85173122943438,Monument / Landmark
"6 - High Street, Beach Road",1.29506743,103.8543032,Earlybird​ Cafe,1.303016676458133,103.8580983994367,Café
"6 - High Street, Beach Road",1.29506743,103.8543032,The Merlion,1.286906421390687,103.85435611180665,Outdoor Sculpture
"6 - High Street, Beach Road",1.29506743,103.8543032,The Fullerton Hotel,1.2862,103.85298,Hotel
"6 - High Street, Beach Road",1.29506743,103.8543032,Konditori - Artisan European Bakery,1.3016832254638675,103.8595832681348,Bakery
"6 - High Street, Beach Road",1.29506743,103.8543032,Good Luck Beerhouse,1.3004396442970076,103.85927647553589,Beer Bar
"6 - High Street, Beach Road",1.29506743,103.8543032,Cicheti,1.301707,103.860062,Italian Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Asian Civilisations Museum,1.2871133945901516,103.85205165999581,History Museum
"6 - High Street, Beach Road",1.29506743,103.8543032,Pita Bakery,1.301301,103.8584,Bakery
"6 - High Street, Beach Road",1.29506743,103.8543032,NS Square (The Float @ Marina Bay),1.2881671823763388,103.85899543762207,Event Space
"6 - High Street, Beach Road",1.29506743,103.8543032,Clarke Quay Riverside,1.29006,103.846157,Waterfront
"6 - High Street, Beach Road",1.29506743,103.8543032,One Fullerton,1.2857966380343786,103.85418059470722,Plaza
"6 - High Street, Beach Road",1.29506743,103.8543032,Sabaai Sabaai Traditional Thai Massage,1.2869638906726741,103.84951228210039,Massage Studio
"6 - High Street, Beach Road",1.29506743,103.8543032,Starbucks Reserve Store (Starbucks Reserve),1.2870494697229158,103.85359982710769,Coffee Shop
"6 - High Street, Beach Road",1.29506743,103.8543032,Objectifs - Centre for Photography and Film,1.2998160764163533,103.85222355397913,Art Gallery
"6 - High Street, Beach Road",1.29506743,103.8543032,Cavenagh Bridge,1.2865958046384585,103.8523381948471,Bridge
"6 - High Street, Beach Road",1.29506743,103.8543032,PizzaFace,1.301028,103.861535,Italian Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Marina Bay,1.284992247519025,103.8566780090332,Bay
"6 - High Street, Beach Road",1.29506743,103.8543032,ArtScience Museum,1.2863578168060021,103.85944922810626,Art Museum
"6 - High Street, Beach Road",1.29506743,103.8543032,Shinzo Japanese Cuisine,1.2882370520908375,103.84767701382611,Japanese Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Headquarters,1.2877232260225064,103.84938113291551,Nightclub
"6 - High Street, Beach Road",1.29506743,103.8543032,Wakey Wakey,1.301162,103.861926,Coffee Shop
"6 - High Street, Beach Road",1.29506743,103.8543032,KOI Thé,1.2992079572163495,103.84552348416467,Bubble Tea Shop
"6 - High Street, Beach Road",1.29506743,103.8543032,Singapore F1 Pit Grandstand,1.291856966563768,103.86414527893066,Event Space
"6 - High Street, Beach Road",1.29506743,103.8543032,FOC by Nandu Jubany,1.2874602362180525,103.84750266372237,Spanish Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Southbridge,1.2884173931217346,103.84922306338333,Bistro
"6 - High Street, Beach Road",1.29506743,103.8543032,28 HongKong Street,1.287737,103.846934,Cocktail Bar
"6 - High Street, Beach Road",1.29506743,103.8543032,Clarke Quay,1.2898926313610215,103.84581831679742,Shopping Plaza
"6 - High Street, Beach Road",1.29506743,103.8543032,Taste Good 好味小厨,1.3033315811301733,103.85323418866052,Chinese Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Future World: Where Art Meets Science,1.2863834315851836,103.85946962229944,Exhibit
"6 - High Street, Beach Road",1.29506743,103.8543032,Singapore Zam Zam Restaurant,1.3020300216859737,103.85854778393303,Indian Restaurant
"6 - High Street, Beach Road",1.29506743,103.8543032,Twenty Eight Cafe,1.3019794326565868,103.84894923473331,Café
"6 - High Street, Beach Road",1.29506743,103.8543032,PARKROYAL on Beach Road,1.300252793131663,103.86039325238393,Hotel
"6 - High Street, Beach Road",1.29506743,103.8543032,The Singapore Flyer,1.2895908097655813,103.86344081886068,Theme Park Ride / Attraction
"6 - High Street, Beach Road",1.29506743,103.8543032,Louis Vuitton Island Maison,1.2851123562237643,103.85853752419233,Boutique
"6 - High Street, Beach Road",1.29506743,103.8543032,Sari Ratu Restaurant,1.3021448019909303,103.86125841206128,Indonesian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,ATLAS Bar,1.2999653649767815,103.85776805593774,Cocktail Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,"Pan Pacific Serviced Suites Beach Road, Singapore",1.2995534446203203,103.8601419692903,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Earlybird​ Cafe,1.303016676458133,103.8580983994367,Café
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Cicheti,1.301707,103.860062,Italian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Andaz Singapore - a concept by Hyatt,1.29916407014007,103.85784100952381,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Konditori - Artisan European Bakery,1.3016832254638675,103.8595832681348,Bakery
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,PizzaFace,1.301028,103.861535,Italian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Wakey Wakey,1.301162,103.861926,Coffee Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Sari Ratu Restaurant,1.3021448019909303,103.86125841206128,Indonesian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Good Luck Beerhouse,1.3004396442970076,103.85927647553589,Beer Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Pita Bakery,1.301301,103.8584,Bakery
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Singapore Zam Zam Restaurant,1.3020300216859737,103.85854778393303,Indian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,PARKROYAL on Beach Road,1.300252793131663,103.86039325238393,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Pizza Fabbrica,1.3010128688837266,103.86000151306303,Italian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Aliwal Arts Centre,1.3025089133710976,103.86085147115111,Performing Arts Venue
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Projector,1.3022553165644228,103.86355346134187,Multiplex
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,So France,1.299115233821611,103.85804040634464,Wine Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Tom's Palette,1.297284,103.855283,Ice Cream Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Tolido's Espresso Nook,1.3043994220058217,103.86068636290243,Café
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,13% Gastro Wine,1.3020309262115264,103.86117819469038,French Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Una Una,1.299518,103.854266,Japanese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Box n Sticks,1.3021861885194024,103.85975047945976,Japanese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Whiskey Library @ The Vagabond Club,1.3069807351258018,103.85830879211426,Whisky Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Malayan Council,1.3009200807193306,103.86002062715116,Café
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Ramen Keisuke Tonkotsu King Four Seasons,1.3010174492510505,103.85538090972429,Ramen Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Green Apple Foot Spa,1.303541471897995,103.85956702357032,Spa
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Hajah Maimunah Restaurant,1.30323981301097,103.8585888361649,Halal Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Bugis Junction,1.2994682170377903,103.85578290437444,Shopping Mall
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Paris Baguette Cafe,1.2993892079256404,103.8556765337856,Café
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Fitness First,1.29904493619141,103.85520524976738,Gym / Fitness Center
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Ah Loy Thai,1.2988452336114011,103.85711703208906,Thai Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Bar Stories,1.3012115152204746,103.85870677793781,Cocktail Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,InterContinental Singapore,1.2983644,103.8549173,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Ashes Burnnit,1.3030085271943592,103.86383276892998,Burger Joint
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,JW Marriott Hotel Singapore South Beach,1.2944687727723396,103.85579288005829,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Ah Chew Desserts 阿秋甜品,1.2980865945173061,103.8563864921871,Dessert Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,National Design Centre,1.2987222608530118,103.85345720149596,Building
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,South Beach,1.2949756287117062,103.85649630627084,Shopping Mall
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Gloria Jean's Coffee,1.3054678892123521,103.86053546047843,Coffee Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Raffles Hotel,1.2947218664089226,103.85409000532518,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,iPhonefix - iPhone Repair Singapore,1.298577374766907,103.8524537450017,Mobile Phone Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Garibaldi Italian Restaurant & Bar,1.2965451002761272,103.85506765039196,Italian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,New Udon Thai Food (BBQ Steamboat),1.3030706390528135,103.86522251799215,Thai Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Taste Good 好味小厨,1.3033315811301733,103.85323418866052,Chinese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Fairmont Singapore,1.2942607333023317,103.85393147405182,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Nana Original Thai Food,1.3032318019336147,103.86521361812787,Thai Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,POP@Central (Popular Bookstore),1.2964864464468038,103.8537727727048,Bookstore
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Vege pot,1.300237,103.852457,Vegetarian / Vegan Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Suntec City Mall,1.2948117370451817,103.85782120543251,Shopping Mall
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Pan Pacific Singapore,1.2919535380366518,103.85925680588429,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Anti:dote,1.2943865126820115,103.85394617709699,Cocktail Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Swee Choon Tim Sum Restaurant,1.3079808051909716,103.85698631028819,Dim Sum Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Tess Bar & Kitchen,1.2958308772765454,103.85494446091425,Cocktail Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,edge | food theatre,1.2918697918710262,103.85924145313497,Buffet
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Murugan Idli Shop,1.3088424,103.85638,Indian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Chijmes (CHIJMES),1.2950704205410113,103.85212810975624,Plaza
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,"The Ritz-Carlton, Millenia Singapore",1.2907544458539724,103.86009056812281,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,American Taproom,1.298166106887847,103.85223035160051,Beer Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,JAAN,1.2931605181667738,103.85358339518467,Modern European Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Colony,1.290697011096667,103.85991359072064,Buffet
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Swissôtel The Stamford,1.2932692919758972,103.85381698494072,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Komala Vilas Restaurant,1.3065231023400516,103.85184782229042,Vegetarian / Vegan Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Golden Mile (Beach Road) Food Centre,1.3031448975009932,103.8640100461901,Food Court
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Mi Home,1.294045627015068,103.85750554988616,Electronics Store
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Singapore F1 Pit Grandstand,1.291856966563768,103.86414527893066,Event Space
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Auld Alliance,1.2985668612619994,103.8489032155793,Whisky Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Singapore F1 Circuit Gate 3,1.2922431064599564,103.85414600372314,Event Space
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Ritz-Carlton Club,1.290476718023489,103.86025392289648,Lounge
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Shinji by Kanesaka,1.2958631651294867,103.85270833969116,Japanese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Druggists,1.311227,103.85983,Bar
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Nongkhai หนองคาย 隆开,1.3026526214868086,103.86462369795585,Thai Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Ming Chung Restaurant 民众菜馆,1.3081868693424288,103.85822889271425,Chinese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Parklane Teochew Mushroom Minced Meat Noodle,1.2965389531352483,103.85307240328149,Asian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Glasshouse - Specialty Coffee & Toast Bar,1.2955222832745867,103.85222446463908,Café
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Asanoya Boulangerie,1.2981370956341476,103.85265469551086,Bakery
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Bismillah Biryani,1.3049563442216707,103.8536024986668,Indian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Camp Kilo Charcoal Club,1.3061681233627145,103.86613429240288,BBQ Joint
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,UNIQLO,1.3112946906064813,103.8564154468179,Clothing Store
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Hillman Restaurant,1.3099272471458243,103.85742543110926,Chinese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Esplanade - Theatres On The Bay,1.2898371845798673,103.85540355727072,Performing Arts Venue
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Singapore F1 Bay Grandstand,1.289449790374154,103.85859690024587,Event Space
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Decathlon,1.3113998246512697,103.8563434092338,Sporting Goods Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Grand Cathay,1.2992198664952235,103.84791634393056,Movie Theater
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Cold Storage,1.310523,103.863945,Supermarket
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Yizun Noodles,1.30980901603644,103.8564412881029,Chinese Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Kailash Parbat,1.309558643361856,103.85568389777974,Vegetarian / Vegan Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Esplanade Theatre,1.2899318061542575,103.8550369159392,Theater
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,"Mandarin Oriental, Singapore (Mandarin Oriental)",1.290779,103.8583236,Hotel
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Usman Restaurant,1.309696879362683,103.85409240269244,North Indian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Din Tai Fung 鼎泰豐 (Din Tai Fung),1.2935408772179247,103.85403267571273,Dumpling Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,AR-Rahman Royal Prata,1.3059706507206752,103.85066899378491,Indian Restaurant
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Objectifs - Centre for Photography and Film,1.2998160764163533,103.85222355397913,Art Gallery
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Red Eye Smokehouse,1.3106718955252175,103.86104965406976,BBQ Joint
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,National Museum of Singapore,1.2964982811288688,103.84846203917137,Museum
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Creamery Boutique Ice Creams,1.3114569387691104,103.86019336028497,Ice Cream Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,"Swimming Pool | Mandarin Oriental, Singapore",1.2902743243071546,103.85868442351773,Hotel Pool
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Esplanade Concert Hall,1.2899135232745114,103.85498280184933,Concert Hall
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Chye Seng Huat Hardware Coffee Bar,1.3116753820628417,103.86037418104168,Coffee Shop
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,The Singapore Flyer,1.2895908097655813,103.86344081886068,Theme Park Ride / Attraction
"7 - Middle Road, Golden Mile",1.3009612154999999,103.85919085,Esplanade Concourse,1.2899180869958755,103.85496081994411,General Entertainment
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,UNIQLO,1.3112946906064813,103.8564154468179,Clothing Store
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Decathlon,1.3113998246512697,103.8563434092338,Sporting Goods Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,MTR 1924,1.312972832430169,103.85637116555631,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Druggists,1.311227,103.85983,Bar
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Hillman Restaurant,1.3099272471458243,103.85742543110926,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Murugan Idli Shop,1.3088424,103.85638,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,One Farrer Hotel & Spa,1.3129194174545218,103.85401115908302,Hotel
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Yizun Noodles,1.30980901603644,103.8564412881029,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Cheng Mun Chee Kee Pig Organ Soup 正文志记 (Cheng Mun Chee Kee Pig Organ Soup),1.3123055452104515,103.85990225998042,Soup Place
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Whiskey Library @ The Vagabond Club,1.3069807351258018,103.85830879211426,Whisky Bar
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Creamery Boutique Ice Creams,1.3114569387691104,103.86019336028497,Ice Cream Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Chye Seng Huat Hardware Coffee Bar,1.3116753820628417,103.86037418104168,Coffee Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Din Tai Fung 鼎泰豐,1.311251670251401,103.85645042191445,Dumpling Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Kailash Parbat,1.309558643361856,103.85568389777974,Vegetarian / Vegan Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Usman Restaurant,1.309696879362683,103.85409240269244,North Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,PUTIEN Restaurant 莆田菜馆,1.3097889748305438,103.85751125925148,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Swee Choon Tim Sum Restaurant,1.3079808051909716,103.85698631028819,Dim Sum Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Red Eye Smokehouse,1.3106718955252175,103.86104965406976,BBQ Joint
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Climb Asia,1.3152436864159414,103.85593011400675,Climbing Gym
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Old Hen Coffee Bar,1.3141502807262357,103.85412947226456,Café
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Beach Road Scissor-Cut Curry Rice 美芝律剪刀咖哩飯 (Beach Road Scissor-Cut Curry Rice),1.3094037804381644,103.85789004745092,Asian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Rucksack Inn,1.3142614691444392,103.86024050223294,Hostel
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Ming Chung Restaurant 民众菜馆,1.3081868693424288,103.85822889271425,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,88 Hong Kong Roast Meat Specialist,1.3118449917355959,103.86025607585907,BBQ Joint
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Cold Storage,1.310523,103.863945,Supermarket
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Komala Vilas Restaurant,1.3065231023400516,103.85184782229042,Vegetarian / Vegan Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Johore Ye Zhi Mei Hand Made Pau 新山葉子楣手工包點,1.308710211642721,103.8576365070451,Dim Sum Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Earlybird​ Cafe,1.303016676458133,103.8580983994367,Café
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Sungei Road Laksa 結霜橋叻沙 (Sungei Road Laksa),1.306723,103.857834,Noodle House
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Muthu's Curry Restaurant,1.3100101498865742,103.85212302670709,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,KOI Express Café,1.3118137316344807,103.85609013694217,Bubble Tea Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Azmi Restaurant,1.308256,103.853075,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Khansama Tandoori Restaurant,1.3082508717945067,103.85312183507364,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Komala Vilas (Buffalo Rd),1.30630783470852,103.85115839497581,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Jalan Besar Stadium,1.310064471117162,103.86029362678528,Soccer Stadium
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Boon Tong Kee 文东记,1.3198193243950451,103.86202751610648,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Tolido's Espresso Nook,1.3043994220058217,103.86068636290243,Café
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Pek Kio Market & Food Centre,1.3159617724090227,103.85034613373307,Food Court
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Bunc,1.305516,103.854911,Hostel
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Whampoa Keng FishHead Steamboat,1.3149510560393092,103.85381040791506,Chinese Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,AR-Rahman Royal Prata,1.3059706507206752,103.85066899378491,Indian Restaurant
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Gloria Jean's Coffee,1.3054678892123521,103.86053546047843,Coffee Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,"""Combat"" Top Quality Durian",1.321567306052789,103.85283229942704,Dessert Shop
"8 - Little India, Farrer Park, Jalan Besar, Lavender Street",1.3117956430000002,103.85700395,Cicheti,1.301707,103.860062,Italian Restaurant
